name,rid,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Bendegó,5015,Valid,"Iron, IC",5360000,Found,1784,-10.116670,-39.200000,"(-10.11667, -39.2)"
Santa Catharina,23162,Valid,"Iron, IAB-ung",7000000,Found,1875,-26.216670,-48.600000,"(-26.21667, -48.6)"
Cranbourne,5463,Valid,"Iron, IAB-MG",8600000,Found,1854,-38.100000,145.300000,"(-38.1, 145.3)"
Nantan,16906,Valid,"Iron, IAB-MG",9500000,Found,1958,25.100000,107.700000,"(25.1, 107.7)"
Morito,16745,Valid,"Iron, IIIAB",10100000,Found,1600,27.050000,-105.433330,"(27.05, -105.43333)"
Willamette,24269,Valid,"Iron, IIIAB",15500000,Found,1902,45.366670,-122.583330,"(45.36667, -122.58333)"
Mbosi,15456,Valid,"Iron, ungrouped",16000000,Found,1930,-9.116670,33.066670,"(-9.11667, 33.06667)"
Bacubirito,4919,Valid,"Iron, ungrouped",22000000,Found,1863,26.200000,-107.833330,"(26.2, -107.83333)"
Sikhote-Alin,23593,Valid,"Iron, IIAB",23000000,Fell,1947,46.160000,134.653330,"(46.16, 134.65333)"
Mundrabilla,16852,Valid,"Iron, IAB-ung",24000000,Found,1911,-30.783330,127.550000,"(-30.78333, 127.55)"
Chupaderos,5363,Valid,"Iron, IIIAB",24300000,Found,1852,27.000000,-105.100000,"(27.0, -105.1)"
Gibeon,10912,Valid,"Iron, IVA",26000000,Found,1836,-25.500000,18.000000,"(-25.5, 18.0)"
Armanty,2335,Valid,"Iron, IIIE",28000000,Found,1898,47.000000,88.000000,"(47.0, 88.0)"
Canyon Diablo,5257,Valid,"Iron, IAB-MG",30000000,Found,1891,35.050000,-111.033330,"(35.05, -111.03333)"
Campo del Cielo,5247,Valid,"Iron, IAB-MG",50000000,Found,1575,-27.466670,-60.583330,"(-27.46667, -60.58333)"
Cape York,5262,Valid,"Iron, IIIAB",58200000,Found,1818,76.133330,-64.933330,"(76.13333, -64.93333)"
Hoba,11890,Valid,"Iron, IVB",60000000,Found,1920,-19.583330,17.916670,"(-19.58333, 17.91667)"
